over,wickets,total_runs,bat1_runs,bat2_runs,year,final_score
18,128,7,2,1,25,145
19,133,8,4,4,25,145
20,145,9,8,1,25,145
1,15,1,2,13,25,149
2,26,1,5,21,25,149
3,36,1,29,7,25,149
4,38,2,0,30,25,149
5,42,2,1,32,25,149
6,51,2,3,39,25,149
7,61,2,42,10,25,149
8,77,2,24,43,25,149
9,85,2,30,44,25,149
10,95,2,39,45,25,149
11,113,2,61,40,25,149
12,131,3,79,40,25,149
13,134,3,1,42,25,149
14,149,3,49,8,25,149
1,4,0,1,1,25,193
2,21,0,7,10,25,193
3,29,0,17,8,25,193
4,37,0,22,10,25,193
5,46,0,27,14,25,193
6,55,0,20,30,25,193
7,69,0,37,27,25,193
8,84,0,36,43,25,193
9,89,0,46,38,25,193
10,100,0,48,47,25,193
11,105,0,50,50,25,193
12,119,0,59,55,25,193
13,126,0,63,57,25,193
14,131,1,3,59,25,193
15,144,1,14,61,25,193
16,162,1,68,25,25,193
17,171,2,74,3,25,193
18,177,3,1,75,25,193
19,183,4,76,6,25,193
20,193,4,10,1,25,193
1,4,0,1,1,25,193
2,21,0,7,10,25,193
3,29,0,17,8,25,193
4,37,0,22,10,25,193
5,46,0,27,14,25,193
6,55,0,20,30,25,193
7,69,0,37,27,25,193
8,84,0,36,43,25,193
9,89,0,46,38,25,193
10,100,0,48,47,25,193
11,105,0,50,50,25,193
12,119,0,59,55,25,193
13,126,0,63,57,25,193
14,131,1,3,59,25,193
15,144,1,14,61,25,193
16,162,1,68,25,25,193
17,171,2,74,3,25,193
18,177,3,1,75,25,193
19,183,4,76,6,25,193
20,193,4,10,1,25,193
1,13,0,11,1,25,159
2,13,0,1,11,25,159
3,17,0,2,14,25,159
4,33,0,14,14,25,159
5,38,2,14,1,25,159
6,45,2,1,7,25,159
7,57,2,19,1,25,159
8,68,2,4,27,25,159
9,75,2,9,29,25,159
10,83,2,12,34,25,159
11,93,2,18,37,25,159
12,102,2,40,24,25,159
13,108,3,0,26,25,159
14,113,3,29,2,25,159
15,118,4,2,4,25,159
16,130,4,5,12,25,159
17,132,5,13,1,25,159
18,142,5,10,14,25,159
19,153,5,25,10,25,159
20,159,6,11,3,25,159
1,5,0,2,2,25,155
2,11,2,4,2,25,155
3,19,2,4,7,25,155
4,32,2,14,9,25,155
5,38,2,16,13,25,155
6,43,2,18,16,25,155
7,54,2,21,22,25,155
8,64,3,2,26,25,155
9,73,3,34,3,25,155
10,83,3,43,4,25,155
11,92,3,10,45,25,155
12,100,3,14,49,25,155
13,106,3,16,53,25,155
14,113,4,19,1,25,155
15,117,4,21,3,25,155
16,125,5,0,8,25,155
17,133,6,4,1,25,155
18,136,6,3,5,25,155
19,142,8,1,5,25,155
20,155,8,12,6,25,155
1,5,0,2,2,25,155
2,11,2,4,2,25,155
3,19,2,4,7,25,155
4,32,2,14,9,25,155
5,38,2,16,13,25,155
6,43,2,18,16,25,155
7,54,2,21,22,25,155
8,64,3,2,26,25,155
9,73,3,34,3,25,155
10,83,3,43,4,25,155
11,92,3,10,45,25,155
12,100,3,14,49,25,155
13,106,3,16,53,25,155
14,113,4,19,1,25,155
15,117,4,21,3,25,155
16,125,5,0,8,25,155
17,133,6,4,1,25,155
18,136,6,3,5,25,155
19,142,8,1,5,25,155
20,155,8,12,6,25,155
1,14,0,10,1,25,161
2,26,0,12,10,25,161
3,41,0,26,11,25,161
4,52,0,15,29,25,161
5,56,0,31,17,25,161
6,60,0,19,33,25,161
7,67,1,23,36,25,161
8,75,1,1,42,25,161
9,80,1,46,2,25,161
10,90,2,0,3,25,161
11,94,2,1,6,25,161
12,107,3,17,1,25,161
13,113,3,6,18,25,161
14,121,3,8,24,25,161
15,128,3,11,28,25,161
16,133,4,28,16,25,161
17,149,4,25,5,25,161
18,155,4,10,26,25,161
19,161,4,32,10,25,161
1,5,0,3,2,25,144
2,5,1,0,3,25,144
3,10,1,0,8,25,144
4,22,1,0,19,25,144
5,33,1,24,5,25,144
6,38,1,26,6,25,144
7,51,1,36,9,25,144
8,54,2,10,38,25,144
9,65,2,5,44,25,144
10,76,2,53,7,25,144
11,80,2,55,9,25,144
12,89,2,13,60,25,144
13,91,3,1,14,25,144
14,95,3,16,3,25,144
15,103,3,8,18,25,144
16,112,5,12,5,25,144
17,124,6,6,0,25,144
18,132,7,8,1,25,144
19,137,8,3,3,25,144
20,144,10,4,5,25,144
1,5,0,3,2,25,144
2,5,1,0,3,25,144
3,10,1,0,8,25,144
4,22,1,0,19,25,144
5,33,1,24,5,25,144
6,38,1,26,6,25,144
7,51,1,36,9,25,144
8,54,2,10,38,25,144
9,65,2,5,44,25,144
10,76,2,53,7,25,144
11,80,2,55,9,25,144
12,89,2,13,60,25,144
13,91,3,1,14,25,144
14,95,3,16,3,25,144
15,103,3,8,18,25,144
16,112,5,12,5,25,144
17,124,6,6,0,25,144
18,132,7,8,1,25,144
19,137,8,3,3,25,144
20,144,10,4,5,25,144
1,6,1,5,0,25,145
2,8,1,6,0,25,145
3,22,1,14,6,25,145
4,30,1,15,13,25,145
5,51,1,35,13,25,145
6,54,1,14,36,25,145
7,58,2,38,2,25,145
8,64,2,42,4,25,145
9,69,2,45,6,25,145
10,76,2,8,50,25,145
11,79,2,53,8,25,145
12,99,2,73,8,25,145
13,102,2,74,10,25,145
14,110,2,80,12,25,145
15,131,2,101,12,25,145
16,139,2,107,14,25,145
17,143,3,109,2,25,145
18,145,3,110,2,25,145
1,8,0,8,0,25,150
2,17,0,15,2,25,150
3,25,0,9,16,25,150
4,29,1,4,9,25,150
5,38,1,17,5,25,150
6,47,1,25,6,25,150
7,57,2,30,5,25,150
8,72,2,7,43,25,150
9,79,3,5,9,25,150
10,83,4,7,2,25,150
11,85,4,3,8,25,150
12,87,5,1,4,25,150
13,91,5,6,3,25,150
14,109,5,19,8,25,150
15,123,5,22,19,25,150
16,133,6,23,1,25,150
17,138,6,2,25,25,150
18,143,6,28,4,25,150
19,145,7,0,29,25,150
20,150,8,5,0,25,150
1,8,0,8,0,25,150
2,17,0,15,2,25,150
3,25,0,9,16,25,150
4,29,1,4,9,25,150
5,38,1,17,5,25,150
6,47,1,25,6,25,150
7,57,2,30,5,25,150
8,72,2,7,43,25,150
9,79,3,5,9,25,150
10,83,4,7,2,25,150
11,85,4,3,8,25,150
12,87,5,1,4,25,150
13,91,5,6,3,25,150
14,109,5,19,8,25,150
15,123,5,22,19,25,150
16,133,6,23,1,25,150
17,138,6,2,25,25,150
18,143,6,28,4,25,150
19,145,7,0,29,25,150
20,150,8,5,0,25,150
1,8,1,1,1,25,153
2,12,1,4,2,25,153
3,20,1,4,9,25,153
4,22,2,9,1,25,153
5,26,2,11,3,25,153
6,33,2,7,14,25,153
7,36,2,8,16,25,153
8,41,3,19,1,25,153
9,47,3,5,21,25,153
10,57,3,24,12,25,153
11,67,3,20,26,25,153
12,84,3,31,26,25,153
13,92,3,27,38,25,153
14,102,4,0,41,25,153
15,104,5,0,1,25,153
16,113,5,7,3,25,153
17,120,6,6,4,25,153
18,131,6,11,9,25,153
19,147,6,22,13,25,153
20,153,7,4,22,25,153
1,7,0,1,6,25,179
2,13,1,10,2,25,179
3,31,2,14,13,25,179
4,35,2,15,1,25,179
5,46,2,2,23,25,179
6,55,2,10,24,25,179
7,57,3,25,1,25,179
8,69,3,32,6,25,179
9,75,4,1,10,25,179
10,87,4,19,3,25,179
11,92,4,7,20,25,179
12,97,4,10,22,25,179
13,102,5,24,1,25,179
14,121,5,42,2,25,179
15,133,5,53,3,25,179
16,151,6,1,9,25,179
17,158,6,7,10,25,179
18,168,6,15,11,25,179
19,172,7,2,12,25,179
20,179,9,2,0,25,179
1,7,0,1,6,25,179
2,13,1,10,2,25,179
3,31,2,14,13,25,179
4,35,2,15,1,25,179
5,46,2,2,23,25,179
6,55,2,10,24,25,179
7,57,3,25,1,25,179
8,69,3,32,6,25,179
9,75,4,1,10,25,179
10,87,4,19,3,25,179
11,92,4,7,20,25,179
12,97,4,10,22,25,179
13,102,5,24,1,25,179
14,121,5,42,2,25,179
15,133,5,53,3,25,179
16,151,6,1,9,25,179
17,158,6,7,10,25,179
18,168,6,15,11,25,179
19,172,7,2,12,25,179
20,179,9,2,0,25,179
1,5,0,1,3,25,172
2,12,0,3,8,25,172
3,14,0,4,9,25,172
4,32,0,27,4,25,172
5,38,0,30,7,25,172
6,50,0,18,31,25,172
7,57,0,22,34,25,172
8,58,2,1,34,25,172
9,65,3,1,35,25,172
10,77,3,8,40,25,172
11,84,3,45,10,25,172
12,103,3,24,50,25,172
13,107,4,2,52,25,172
14,120,4,10,56,25,172
15,144,5,24,56,25,172
16,148,5,27,57,25,172
17,154,5,61,29,25,172
18,160,6,1,32,25,172
19,170,8,7,1,25,172
20,172,10,7,1,25,172
1,12,0,7,4,25,128
2,23,0,16,6,25,128
3,29,0,21,7,25,128
4,33,1,0,8,25,128
5,39,1,11,2,25,128
6,42,2,2,3,25,128
7,43,2,3,3,25,128
8,49,2,4,8,25,128
9,59,3,4,8,25,128
10,64,4,1,6,25,128
11,69,4,3,9,25,128
12,78,4,15,6,25,128
13,81,4,16,8,25,128
14,90,5,23,10,25,128
15,99,5,18,1,25,128
16,108,6,23,1,25,128
17,112,6,3,25,25,128
18,116,7,6,1,25,128
19,123,8,1,1,25,128
20,128,10,1,5,25,128
1,12,0,7,4,25,128
2,23,0,16,6,25,128
3,29,0,21,7,25,128
4,33,1,0,8,25,128
5,39,1,11,2,25,128
6,42,2,2,3,25,128
7,43,2,3,3,25,128
8,49,2,4,8,25,128
9,59,3,4,8,25,128
10,64,4,1,6,25,128
11,69,4,3,9,25,128
12,78,4,15,6,25,128
13,81,4,16,8,25,128
14,90,5,23,10,25,128
15,99,5,18,1,25,128
16,108,6,23,1,25,128
17,112,6,3,25,25,128
18,116,7,6,1,25,128
19,123,8,1,1,25,128
20,128,10,1,5,25,128
1,9,0,8,1,25,132
2,16,0,15,1,25,132
3,32,0,6,24,25,132
4,52,0,43,7,25,132
5,56,0,46,8,25,132
6,61,0,49,10,25,132
7,65,0,52,11,25,132
8,76,0,58,16,25,132
9,84,0,59,22,25,132
10,87,1,1,23,25,132
11,98,1,10,25,25,132
12,107,1,15,28,25,132
13,116,1,28,24,25,132
14,132,1,39,29,25,132
1,16,0,16,0,25,162
2,26,0,10,16,25,162
3,38,1,26,10,25,162
4,47,1,8,11,25,162
5,55,1,11,16,25,162
6,67,2,1,12,25,162
7,73,3,1,2,25,162
8,80,3,8,2,25,162
9,95,4,0,11,25,162
10,101,4,15,2,25,162
11,107,5,4,15,25,162
12,115,5,21,6,25,162
13,118,5,22,8,25,162
14,123,5,22,13,25,162
15,131,5,25,16,25,162
16,138,6,2,17,25,162
17,146,7,4,5,25,162
18,150,8,6,1,25,162
19,155,8,3,9,25,162
20,162,9,3,16,25,162
1,16,0,16,0,25,162
2,26,0,10,16,25,162
3,38,1,26,10,25,162
4,47,1,8,11,25,162
5,55,1,11,16,25,162
6,67,2,1,12,25,162
7,73,3,1,2,25,162
8,80,3,8,2,25,162
9,95,4,0,11,25,162
10,101,4,15,2,25,162
11,107,5,4,15,25,162
12,115,5,21,6,25,162
13,118,5,22,8,25,162
14,123,5,22,13,25,162
15,131,5,25,16,25,162
16,138,6,2,17,25,162
17,146,7,4,5,25,162
18,150,8,6,1,25,162
19,155,8,3,9,25,162
20,162,9,3,16,25,162
1,6,0,5,1,25,163
2,10,0,6,3,25,163
3,14,0,7,6,25,163
4,29,0,17,10,25,163
5,32,1,18,1,25,163
6,42,1,20,9,25,163
7,48,1,12,23,25,163
8,52,1,13,24,25,163
9,59,3,0,14,25,163
10,67,3,1,21,25,163
11,80,3,13,21,25,163
12,93,4,19,1,25,163
13,97,5,2,3,25,163
14,108,5,9,7,25,163
15,116,5,12,12,25,163
16,132,5,17,23,25,163
17,135,6,2,18,25,163
18,145,6,26,4,25,163
19,163,6,43,5,25,163
1,2,0,1,0,25,202
2,6,0,5,0,25,202
3,12,1,0,5,25,202
4,20,2,1,1,25,202
5,30,2,9,3,25,202
6,42,3,8,3,25,202
7,45,3,5,9,25,202
8,57,3,16,10,25,202
9,79,3,32,16,25,202
10,86,3,37,18,25,202
11,95,3,24,40,25,202
12,108,3,51,26,25,202
13,113,4,2,52,25,202
14,121,5,0,52,25,202
15,128,5,2,56,25,202
16,137,5,10,57,25,202
17,155,5,28,57,25,202
18,172,5,74,28,25,202
19,185,6,86,1,25,202
20,202,8,0,99,25,202
1,2,0,1,0,25,202
2,6,0,5,0,25,202
3,12,1,0,5,25,202
4,20,2,1,1,25,202
5,30,2,9,3,25,202
6,42,3,8,3,25,202
7,45,3,5,9,25,202
8,57,3,16,10,25,202
9,79,3,32,16,25,202
10,86,3,37,18,25,202
11,95,3,24,40,25,202
12,108,3,51,26,25,202
13,113,4,2,52,25,202
14,121,5,0,52,25,202
15,128,5,2,56,25,202
16,137,5,10,57,25,202
17,155,5,28,57,25,202
18,172,5,74,28,25,202
19,185,6,86,1,25,202
20,202,8,0,99,25,202
1,8,0,6,0,25,131
2,14,0,10,2,25,131
3,20,0,15,3,25,131
4,36,0,22,12,25,131
5,40,0,24,14,25,131
6,53,0,26,25,25,131
7,61,1,1,33,25,131
8,72,2,12,0,25,131
9,79,2,1,17,25,131
10,81,4,0,18,25,131
11,87,4,5,19,25,131
12,98,4,16,19,25,131
13,104,6,4,19,25,131
14,109,6,4,20,25,131
15,112,8,0,1,25,131
16,123,9,0,0,25,131
17,127,9,1,3,25,131
18,131,10,5,3,25,131
1,4,0,3,1,25,121
2,8,1,0,3,25,121
3,15,2,4,4,25,121
4,17,2,4,5,25,121
5,19,3,1,5,25,121
6,21,5,1,1,25,121
7,28,5,4,2,25,121
8,32,5,6,3,25,121
9,40,5,9,8,25,121
10,46,5,13,10,25,121
11,48,6,1,11,25,121
12,67,6,19,12,25,121
13,72,7,16,1,25,121
14,74,7,2,17,25,121
15,84,7,25,4,25,121
16,100,7,17,28,25,121
17,105,8,1,17,25,121
18,114,9,25,1,25,121
19,120,9,30,2,25,121
20,121,10,2,31,25,121
1,4,0,3,1,25,121
2,8,1,0,3,25,121
3,15,2,4,4,25,121
4,17,2,4,5,25,121
5,19,3,1,5,25,121
6,21,5,1,1,25,121
7,28,5,4,2,25,121
8,32,5,6,3,25,121
9,40,5,9,8,25,121
10,46,5,13,10,25,121
11,48,6,1,11,25,121
12,67,6,19,12,25,121
13,72,7,16,1,25,121
14,74,7,2,17,25,121
15,84,7,25,4,25,121
16,100,7,17,28,25,121
17,105,8,1,17,25,121
18,114,9,25,1,25,121
19,120,9,30,2,25,121
20,121,10,2,31,25,121
1,7,0,5,1,25,125
2,22,0,10,10,25,125
3,24,0,10,11,25,125
4,33,0,16,14,25,125
5,37,0,14,19,25,125
6,48,0,17,26,25,125
7,51,0,27,19,25,125
8,59,1,31,3,25,125
9,64,1,35,4,25,125
10,69,1,38,6,25,125
11,82,1,50,7,25,125
12,95,2,58,1,25,125
13,101,3,60,2,25,125
14,121,3,3,79,25,125
15,125,3,7,79,25,125
1,2,0,1,1,26,164
2,10,1,8,2,26,164
3,32,1,24,0,26,164
4,36,1,3,25,26,164
5,54,2,43,3,26,164
6,58,2,5,2,26,164
7,61,3,0,4,26,164
8,67,3,9,1,26,164
9,71,3,10,3,26,164
10,76,3,13,5,26,164
11,91,3,21,12,26,164
12,95,4,1,23,26,164
13,104,4,31,2,26,164
14,111,4,6,34,26,164
15,116,5,38,7,26,164
16,123,5,5,9,26,164
17,136,5,22,5,26,164
18,151,6,6,36,26,164
19,157,8,0,39,26,164
20,164,9,5,2,26,164
1,2,0,1,1,26,164
2,10,1,8,2,26,164
3,32,1,24,0,26,164
4,36,1,3,25,26,164
5,54,2,43,3,26,164
6,58,2,5,2,26,164
7,61,3,0,4,26,164
8,67,3,9,1,26,164
9,71,3,10,3,26,164
10,76,3,13,5,26,164
11,91,3,21,12,26,164
12,95,4,1,23,26,164
13,104,4,31,2,26,164
14,111,4,6,34,26,164
15,116,5,38,7,26,164
16,123,5,5,9,26,164
17,136,5,22,5,26,164
18,151,6,6,36,26,164
19,157,8,0,39,26,164
20,164,9,5,2,26,164
1,6,0,6,0,26,168
2,15,0,4,11,26,168
3,21,0,9,12,26,168
4,30,0,11,19,26,168
5,35,0,22,13,26,168
6,45,0,15,30,26,168
7,48,1,16,1,26,168
8,57,1,9,17,26,168
9,66,2,0,18,26,168
10,69,2,20,1,26,168
11,76,2,3,24,26,168
12,80,2,26,5,26,168
13,100,2,16,35,26,168
14,108,3,23,36,26,168
15,118,4,1,45,26,168
16,135,4,17,46,26,168
17,152,4,29,47,26,168
18,158,4,33,49,26,168
19,164,4,54,34,26,168
20,168,4,58,34,26,168
1,10,0,1,8,26,229
2,22,0,8,12,26,229
3,28,1,9,1,26,229
4,46,1,26,2,26,229
5,53,1,4,31,26,229
6,57,2,33,2,26,229
7,61,2,34,5,26,229
8,68,2,38,8,26,229
9,71,2,38,10,26,229
10,80,2,39,18,26,229
11,92,2,43,23,26,229
12,118,2,45,43,26,229
13,130,2,54,45,26,229
14,152,2,46,75,26,229
15,169,2,79,59,26,229
16,181,2,81,69,26,229
17,195,2,94,70,26,229
18,203,2,73,99,26,229
19,217,2,102,83,26,229
20,229,3,94,1,26,229
1,10,0,1,8,26,229
2,22,0,8,12,26,229
3,28,1,9,1,26,229
4,46,1,26,2,26,229
5,53,1,4,31,26,229
6,57,2,33,2,26,229
7,61,2,34,5,26,229
8,68,2,38,8,26,229
9,71,2,38,10,26,229
10,80,2,39,18,26,229
11,92,2,43,23,26,229
12,118,2,45,43,26,229
13,130,2,54,45,26,229
14,152,2,46,75,26,229
15,169,2,79,59,26,229
16,181,2,81,69,26,229
17,195,2,94,70,26,229
18,203,2,73,99,26,229
19,217,2,102,83,26,229
20,229,3,94,1,26,229
1,9,0,4,5,26,189
2,14,1,4,10,26,189
3,26,1,21,0,26,189
4,36,1,5,26,26,189
5,38,2,0,6,26,189
6,43,2,9,2,26,189
7,61,2,16,13,26,189
8,66,3,4,14,26,189
9,76,4,9,1,26,189
10,88,4,3,19,26,189
11,107,4,31,10,26,189
12,126,4,28,31,26,189
13,131,5,3,29,26,189
14,142,6,13,1,26,189
15,149,6,18,2,26,189
16,155,7,4,4,26,189
17,160,7,6,5,26,189
18,172,8,7,9,26,189
19,182,8,10,12,26,189
20,189,9,3,16,26,189
1,16,0,4,11,26,195
2,29,0,23,5,26,195
3,38,0,25,11,26,195
4,47,0,11,34,26,195
5,51,0,12,37,26,195
6,56,1,4,13,26,195
7,60,2,6,2,26,195
8,69,2,10,6,26,195
9,78,2,13,12,26,195
10,86,2,20,13,26,195
11,102,2,29,20,26,195
12,112,3,29,1,26,195
13,120,4,2,34,26,195
14,128,4,3,41,26,195
15,130,4,4,42,26,195
16,136,5,2,6,26,195
17,139,6,8,1,26,195
18,153,6,13,8,26,195
19,175,6,30,13,26,195
20,195,6,26,37,26,195
1,16,0,4,11,26,195
2,29,0,23,5,26,195
3,38,0,25,11,26,195
4,47,0,11,34,26,195
5,51,0,12,37,26,195
6,56,1,4,13,26,195
7,60,2,6,2,26,195
8,69,2,10,6,26,195
9,78,2,13,12,26,195
10,86,2,20,13,26,195
11,102,2,29,20,26,195
12,112,3,29,1,26,195
13,120,4,2,34,26,195
14,128,4,3,41,26,195
15,130,4,4,42,26,195
16,136,5,2,6,26,195
17,139,6,8,1,26,195
18,153,6,13,8,26,195
19,175,6,30,13,26,195
20,195,6,26,37,26,195
1,6,0,5,1,26,199
2,16,0,14,2,26,199
3,23,1,5,3,26,199
4,34,1,15,3,26,199
5,41,2,2,20,26,199
6,51,2,28,3,26,199
7,60,2,9,30,26,199
8,69,2,16,32,26,199
9,76,2,35,18,26,199
10,89,2,40,26,26,199
11,98,2,35,40,26,199
12,103,3,43,37,26,199
13,109,5,1,1,26,199
14,111,5,1,2,26,199
15,120,5,3,8,26,199
16,136,6,10,1,26,199
17,152,6,12,11,26,199
18,169,6,28,11,26,199
19,186,6,36,20,26,199
20,199,6,48,21,26,199
1,6,2,4,0,26,205
2,16,2,10,4,26,205
3,29,2,22,5,26,205
4,33,2,7,24,26,205
5,36,2,26,8,26,205
6,41,2,10,27,26,205
7,51,2,32,15,26,205
8,65,2,20,40,26,205
9,74,3,47,1,26,205
10,89,3,60,2,26,205
11,98,3,2,69,26,205
12,109,3,72,10,26,205
13,114,3,74,13,26,205
14,122,3,15,80,26,205
15,125,3,82,16,26,205
16,141,3,89,24,26,205
17,150,3,95,26,26,205
18,161,4,102,30,26,205
19,175,4,13,103,26,205
20,205,4,130,14,26,205
1,6,2,4,0,26,205
2,16,2,10,4,26,205
3,29,2,22,5,26,205
4,33,2,7,24,26,205
5,36,2,26,8,26,205
6,41,2,10,27,26,205
7,51,2,32,15,26,205
8,65,2,20,40,26,205
9,74,3,47,1,26,205
10,89,3,60,2,26,205
11,98,3,2,69,26,205
12,109,3,72,10,26,205
13,114,3,74,13,26,205
14,122,3,15,80,26,205
15,125,3,82,16,26,205
16,141,3,89,24,26,205
17,150,3,95,26,26,205
18,161,4,102,30,26,205
19,175,4,13,103,26,205
20,205,4,130,14,26,205
1,12,0,12,0,26,207
2,28,0,27,1,26,207
3,42,0,12,29,26,207
4,54,0,41,12,26,207
5,65,0,44,19,26,207
6,74,0,25,46,26,207
7,90,0,33,54,26,207
8,104,0,41,59,26,207
9,115,1,7,59,26,207
10,121,1,11,61,26,207
11,129,1,12,68,26,207
12,142,1,15,78,26,207
13,150,2,84,1,26,207
14,157,2,2,90,26,207
15,170,4,4,1,26,207
16,185,4,16,4,26,207
17,196,4,9,22,26,207
18,207,4,13,29,26,207
1,5,0,3,2,26,173
2,19,0,9,10,26,173
3,31,1,1,9,26,173
4,37,1,3,12,26,173
5,42,2,0,5,26,173
6,50,2,2,11,26,173
7,54,3,13,1,26,173
8,60,4,5,14,26,173
9,69,4,7,21,26,173
10,72,4,9,22,26,173
11,80,5,16,23,26,173
12,86,5,3,26,26,173
13,93,5,5,31,26,173
14,107,5,18,32,26,173
15,111,6,20,1,26,173
16,125,6,28,6,26,173
17,135,7,15,1,26,173
18,149,7,4,26,26,173
19,161,7,38,4,26,173
20,173,9,4,0,26,173
1,5,0,3,2,26,173
2,19,0,9,10,26,173
3,31,1,1,9,26,173
4,37,1,3,12,26,173
5,42,2,0,5,26,173
6,50,2,2,11,26,173
7,54,3,13,1,26,173
8,60,4,5,14,26,173
9,69,4,7,21,26,173
10,72,4,9,22,26,173
11,80,5,16,23,26,173
12,86,5,3,26,26,173
13,93,5,5,31,26,173
14,107,5,18,32,26,173
15,111,6,20,1,26,173
16,125,6,28,6,26,173
17,135,7,15,1,26,173
18,149,7,4,26,26,173
19,161,7,38,4,26,173
20,173,9,4,0,26,173
1,9,0,2,7,26,177
2,19,0,6,12,26,177
3,33,1,25,1,26,177
4,43,1,6,30,26,177
5,46,1,7,32,26,177
6,58,1,43,8,26,177
7,64,1,12,45,26,177
8,69,1,48,14,26,177
9,75,1,52,16,26,177
10,81,1,21,53,26,177
11,95,1,67,21,26,177
12,110,1,79,24,26,177
13,117,1,30,80,26,177
14,127,1,84,36,26,177
15,131,2,1,39,26,177
16,135,2,3,41,26,177
17,139,3,4,3,26,177
18,149,5,1,1,26,177
19,161,6,10,4,26,177
20,177,6,19,1,26,177
1,5,0,4,1,26,153
2,10,0,4,6,26,153
3,18,0,14,4,26,153
4,34,0,20,14,26,153
5,42,0,21,16,26,153
6,48,0,24,19,26,153
7,55,0,24,26,26,153
8,58,0,28,25,26,153
9,72,0,37,30,26,153
10,74,2,31,1,26,153
11,78,3,3,2,26,153
12,85,3,9,3,26,153
13,88,5,1,4,26,153
14,96,5,10,3,26,153
15,114,6,28,3,26,153
16,119,6,3,5,26,153
17,127,7,1,10,26,153
18,131,7,3,12,26,153
19,137,7,16,5,26,153
20,153,8,20,0,26,153
1,5,0,4,1,26,153
2,10,0,4,6,26,153
3,18,0,14,4,26,153
4,34,0,20,14,26,153
5,42,0,21,16,26,153
6,48,0,24,19,26,153
7,55,0,24,26,26,153
8,58,0,28,25,26,153
9,72,0,37,30,26,153
10,74,2,31,1,26,153
11,78,3,3,2,26,153
12,85,3,9,3,26,153
13,88,5,1,4,26,153
14,96,5,10,3,26,153
15,114,6,28,3,26,153
16,119,6,3,5,26,153
17,127,7,1,10,26,153
18,131,7,3,12,26,153
19,137,7,16,5,26,153
20,153,8,20,0,26,153
1,3,1,1,2,26,120
2,13,1,8,4,26,120
3,26,1,9,11,26,120
4,37,1,9,22,26,120
5,47,1,31,10,26,120
6,48,3,0,11,26,120
7,53,4,3,2,26,120
8,59,4,5,6,26,120
9,63,4,6,8,26,120
10,78,4,8,21,26,120
11,82,4,23,9,26,120
12,85,4,10,25,26,120
13,89,5,28,1,26,120
14,98,5,29,9,26,120
15,105,6,2,10,26,120
16,111,8,0,11,26,120
17,117,9,6,0,26,120
18,120,9,7,1,26,120
19,120,10,1,7,26,120
1,7,0,0,7,26,114
2,12,0,11,1,26,114
3,27,1,1,26,26,114
4,33,2,31,1,26,114
5,35,2,2,1,26,114
6,37,3,0,3,26,114
7,43,3,3,6,26,114
8,50,5,11,2,26,114
9,56,5,3,5,26,114
10,58,5,4,6,26,114
11,66,5,13,5,26,114
12,73,6,1,14,26,114
13,75,8,1,14,26,114
14,79,8,17,2,26,114
15,84,8,20,4,26,114
16,89,8,6,23,26,114
17,96,9,10,1,26,114
18,100,9,12,3,26,114
19,106,9,15,5,26,114
20,114,9,19,9,26,114
1,7,0,0,7,26,114
2,12,0,11,1,26,114
3,27,1,1,26,26,114
4,33,2,31,1,26,114
5,35,2,2,1,26,114
6,37,3,0,3,26,114
7,43,3,3,6,26,114
8,50,5,11,2,26,114
9,56,5,3,5,26,114
10,58,5,4,6,26,114
11,66,5,13,5,26,114
12,73,6,1,14,26,114
13,75,8,1,14,26,114
14,79,8,17,2,26,114
15,84,8,20,4,26,114
16,89,8,6,23,26,114
17,96,9,10,1,26,114
18,100,9,12,3,26,114
19,106,9,15,5,26,114
20,114,9,19,9,26,114
1,5,0,3,2,26,118
2,10,0,2,8,26,118
3,15,2,0,13,26,118
4,22,2,4,13,26,118
5,27,2,15,7,26,118
6,34,3,2,12,26,118
7,37,3,3,14,26,118
8,45,3,20,5,26,118
9,47,5,0,21,26,118
10,54,6,1,1,26,118
11,57,7,2,1,26,118
12,62,7,4,4,26,118
13,66,7,6,6,26,118
14,80,7,17,9,26,118
15,86,7,13,19,26,118
16,93,7,25,14,26,118
17,97,7,16,27,26,118
18,103,7,28,21,26,118
19,118,7,27,35,26,118
1,4,0,4,0,11,139
2,12,0,8,4,11,139
3,13,0,1,8,11,139
4,18,0,5,8,11,139
5,28,0,10,13,11,139
6,37,0,17,15,11,139
7,42,1,18,4,11,139
8,44,2,5,19,11,139
9,47,3,0,20,11,139
10,50,3,22,1,11,139
11,55,3,25,3,11,139
12,62,4,0,4,11,139
13,74,4,2,12,11,139
14,89,4,8,21,11,139
15,104,5,1,21,11,139
16,113,5,9,21,11,139
17,123,5,11,29,11,139
18,127,5,12,32,11,139
19,132,7,0,1,11,139
20,139,8,1,7,11,139
1,4,0,4,0,11,139
2,12,0,8,4,11,139
3,13,0,1,8,11,139
4,18,0,5,8,11,139
5,28,0,10,13,11,139
6,37,0,17,15,11,139
7,42,1,18,4,11,139
8,44,2,5,19,11,139
9,47,3,0,20,11,139
10,50,3,22,1,11,139
11,55,3,25,3,11,139
12,62,4,0,4,11,139
13,74,4,2,12,11,139
14,89,4,8,21,11,139
15,104,5,1,21,11,139
16,113,5,9,21,11,139
17,123,5,11,29,11,139
18,127,5,12,32,11,139
19,132,7,0,1,11,139
20,139,8,1,7,11,139
1,4,0,1,3,11,140
