over,wickets,total_runs,bat1_runs,bat2_runs,year,final_score
2,10,0,3,6,11,140
3,13,0,3,9,11,140
4,30,0,19,10,11,140
5,39,1,1,19,11,140
6,44,1,23,2,11,140
7,49,1,5,25,11,140
8,57,1,11,27,11,140
9,71,1,12,40,11,140
10,76,1,15,42,11,140
11,89,1,53,16,11,140
12,93,1,18,55,11,140
13,97,1,57,20,11,140
14,101,1,59,22,11,140
15,109,1,66,23,11,140
16,115,1,69,26,11,140
17,125,2,7,70,11,140
18,133,3,76,9,11,140
19,140,3,5,11,11,140
1,3,0,1,1,11,153
2,10,1,7,2,11,153
3,21,1,7,4,11,153
4,26,1,9,7,11,153
5,30,1,10,9,11,153
6,37,1,14,12,11,153
7,44,2,18,1,11,153
8,56,2,9,20,11,153
9,60,2,22,11,11,153
10,72,2,23,22,11,153
11,82,3,31,1,11,153
12,86,4,34,1,11,153
13,103,4,51,1,11,153
14,108,5,5,0,11,153
15,113,5,8,1,11,153
16,120,5,10,6,11,153
17,124,6,10,0,11,153
18,137,6,21,2,11,153
19,143,7,7,22,11,153
20,153,7,27,3,11,153
1,3,0,1,1,11,153
2,10,1,7,2,11,153
3,21,1,7,4,11,153
4,26,1,9,7,11,153
5,30,1,10,9,11,153
6,37,1,14,12,11,153
7,44,2,18,1,11,153
8,56,2,9,20,11,153
9,60,2,22,11,11,153
10,72,2,23,22,11,153
11,82,3,31,1,11,153
12,86,4,34,1,11,153
13,103,4,51,1,11,153
14,108,5,5,0,11,153
15,113,5,8,1,11,153
16,120,5,10,6,11,153
17,124,6,10,0,11,153
18,137,6,21,2,11,153
19,143,7,7,22,11,153
20,153,7,27,3,11,153
1,6,1,4,1,11,154
2,17,1,0,12,11,154
3,22,1,3,14,11,154
4,25,2,0,17,11,154
5,31,2,5,18,11,154
6,36,2,10,18,11,154
7,41,2,14,19,11,154
8,54,2,16,30,11,154
9,65,2,40,17,11,154
10,77,3,1,47,11,154
11,85,3,2,54,11,154
12,89,4,57,1,11,154
13,102,4,69,2,11,154
14,110,4,75,3,11,154
15,115,4,76,6,11,154
16,122,4,12,77,11,154
17,134,4,87,14,11,154
18,145,4,97,15,11,154
19,154,4,19,102,11,154
1,13,0,5,7,11,189
2,23,0,10,12,11,189
3,27,0,11,14,11,189
4,36,0,14,20,11,189
5,49,0,22,25,11,189
6,55,0,30,23,11,189
7,62,0,29,31,11,189
8,71,0,31,38,11,189
9,78,0,41,35,11,189
10,86,1,0,35,11,189
11,95,1,44,0,11,189
12,101,2,1,3,11,189
13,105,2,5,3,11,189
14,114,2,11,6,11,189
15,123,2,17,9,11,189
16,135,2,28,10,11,189
17,138,3,1,10,11,189
18,154,4,1,11,11,189
19,179,4,25,11,11,189
20,189,5,28,0,11,189
1,13,0,5,7,11,189
2,23,0,10,12,11,189
3,27,0,11,14,11,189
4,36,0,14,20,11,189
5,49,0,22,25,11,189
6,55,0,30,23,11,189
7,62,0,29,31,11,189
8,71,0,31,38,11,189
9,78,0,41,35,11,189
10,86,1,0,35,11,189
11,95,1,44,0,11,189
12,101,2,1,3,11,189
13,105,2,5,3,11,189
14,114,2,11,6,11,189
15,123,2,17,9,11,189
16,135,2,28,10,11,189
17,138,3,1,10,11,189
18,154,4,1,11,11,189
19,179,4,25,11,11,189
20,189,5,28,0,11,189
1,6,0,0,4,11,122
2,10,1,0,3,11,122
3,15,1,8,0,11,122
4,20,1,2,10,11,122
5,23,2,1,3,11,122
6,35,2,8,8,11,122
7,42,3,14,0,11,122
8,50,3,1,21,11,122
9,58,3,25,4,11,122
10,62,3,6,27,11,122
11,74,3,12,32,11,122
12,84,3,41,13,11,122
13,89,3,44,15,11,122
14,96,4,19,1,11,122
15,106,5,28,0,11,122
16,114,6,35,0,11,122
17,119,8,2,1,11,122
18,122,10,0,4,11,122
1,3,0,2,1,11,140
2,5,0,3,2,11,140
3,14,0,7,7,11,140
4,18,0,8,10,11,140
5,24,0,13,10,11,140
6,34,1,15,1,11,140
7,44,1,7,18,11,140
8,52,2,18,14,11,140
9,62,2,21,3,11,140
10,66,2,23,5,11,140
11,74,2,28,7,11,140
12,80,2,32,8,11,140
13,92,2,12,40,11,140
14,103,3,1,22,11,140
15,107,4,1,2,11,140
16,112,4,4,4,11,140
17,114,6,1,5,11,140
18,126,7,4,12,11,140
19,139,8,20,1,11,140
20,140,10,0,0,11,140
1,3,0,2,1,11,140
2,5,0,3,2,11,140
3,14,0,7,7,11,140
4,18,0,8,10,11,140
5,24,0,13,10,11,140
6,34,1,15,1,11,140
7,44,1,7,18,11,140
8,52,2,18,14,11,140
9,62,2,21,3,11,140
10,66,2,23,5,11,140
11,74,2,28,7,11,140
12,80,2,32,8,11,140
13,92,2,12,40,11,140
14,103,3,1,22,11,140
15,107,4,1,2,11,140
16,112,4,4,4,11,140
17,114,6,1,5,11,140
18,126,7,4,12,11,140
19,139,8,20,1,11,140
20,140,10,0,0,11,140
1,4,0,2,2,11,109
2,8,1,1,5,11,109
3,18,1,8,8,11,109
4,20,2,0,8,11,109
5,21,3,0,9,11,109
6,21,3,0,9,11,109
7,25,3,2,11,11,109
8,33,4,5,11,11,109
9,37,4,8,12,11,109
10,44,4,8,16,11,109
11,45,5,8,1,11,109
12,50,5,10,4,11,109
13,61,5,18,6,11,109
14,65,5,8,20,11,109
15,72,7,0,21,11,109
16,83,7,31,1,11,109
17,91,7,8,32,11,109
18,105,7,21,33,11,109
19,108,8,35,0,11,109
20,109,10,1,0,11,109
1,4,0,4,0,11,177
2,11,0,2,9,11,177
3,15,1,0,10,11,177
4,29,1,9,15,11,177
5,31,2,10,16,11,177
6,44,2,28,0,11,177
7,55,2,1,38,11,177
8,64,2,46,2,11,177
9,68,2,5,47,11,177
10,84,2,21,47,11,177
11,93,2,27,50,11,177
12,99,2,53,30,11,177
13,110,2,34,60,11,177
14,130,2,73,40,11,177
15,140,3,78,0,11,177
16,145,3,81,2,11,177
17,153,4,3,84,11,177
18,159,4,86,7,11,177
19,172,4,13,93,11,177
20,177,7,0,0,11,177
1,4,0,4,0,11,177
2,11,0,2,9,11,177
3,15,1,0,10,11,177
4,29,1,9,15,11,177
5,31,2,10,16,11,177
6,44,2,28,0,11,177
7,55,2,1,38,11,177
8,64,2,46,2,11,177
9,68,2,5,47,11,177
10,84,2,21,47,11,177
11,93,2,27,50,11,177
12,99,2,53,30,11,177
13,110,2,34,60,11,177
14,130,2,73,40,11,177
15,140,3,78,0,11,177
16,145,3,81,2,11,177
17,153,4,3,84,11,177
18,159,4,86,7,11,177
19,172,4,13,93,11,177
20,177,7,0,0,11,177
1,8,0,1,7,11,169
2,29,0,20,8,11,169
3,38,0,14,22,11,169
4,44,1,18,1,11,169
5,55,1,9,21,11,169
6,60,2,1,21,11,169
7,70,2,26,5,11,169
8,74,2,8,27,11,169
9,83,2,35,9,11,169
10,88,3,12,1,11,169
11,92,4,0,5,11,169
12,100,5,12,0,11,169
13,109,6,1,2,11,169
14,114,6,6,2,11,169
15,118,7,2,8,11,169
16,130,7,19,3,11,169
17,143,7,13,19,11,169
18,151,7,20,20,11,169
19,158,7,23,23,11,169
20,169,7,30,25,11,169
1,3,0,2,1,11,169
2,9,0,5,4,11,169
3,17,0,11,5,11,169
4,23,0,10,12,11,169
5,31,0,14,16,11,169
6,37,1,17,19,11,169
7,41,1,2,21,11,169
8,48,1,8,22,11,169
9,52,1,24,10,11,169
10,63,1,18,27,11,169
11,83,1,32,32,11,169
12,89,1,37,33,11,169
13,94,1,40,35,11,169
14,107,1,46,42,11,169
15,111,1,44,47,11,169
16,127,1,53,54,11,169
17,139,1,63,56,11,169
18,146,2,60,1,11,169
19,152,2,63,2,11,169
20,169,3,8,0,11,169
1,3,0,2,1,11,169
2,9,0,5,4,11,169
3,17,0,11,5,11,169
4,23,0,10,12,11,169
5,31,0,14,16,11,169
6,37,1,17,19,11,169
7,41,1,2,21,11,169
8,48,1,8,22,11,169
9,52,1,24,10,11,169
10,63,1,18,27,11,169
11,83,1,32,32,11,169
12,89,1,37,33,11,169
13,94,1,40,35,11,169
14,107,1,46,42,11,169
15,111,1,44,47,11,169
16,127,1,53,54,11,169
17,139,1,63,56,11,169
18,146,2,60,1,11,169
19,152,2,63,2,11,169
20,169,3,8,0,11,169
1,6,0,3,3,11,127
2,7,1,3,3,11,127
3,10,2,2,1,11,127
4,17,2,7,3,11,127
5,23,2,12,3,11,127
6,41,2,16,17,11,127
7,49,2,23,18,11,127
8,53,2,20,25,11,127
9,58,2,23,27,11,127
10,64,2,27,28,11,127
11,67,3,2,28,11,127
12,74,4,1,3,11,127
13,82,4,10,2,11,127
14,87,5,13,1,11,127
15,94,6,1,14,11,127
16,105,6,18,8,11,127
17,110,8,0,0,11,127
18,114,8,2,2,11,127
19,120,9,3,5,11,127
20,127,9,6,8,11,127
1,5,0,2,3,11,188
2,15,0,7,8,11,188
3,27,0,12,9,11,188
4,35,0,17,12,11,188
5,48,0,22,19,11,188
6,53,0,22,24,11,188
7,57,0,24,26,11,188
8,70,0,32,31,11,188
9,76,0,33,36,11,188
10,89,0,34,48,11,188
11,93,1,36,1,11,188
12,103,1,44,3,11,188
13,111,1,9,46,11,188
14,118,2,2,10,11,188
15,140,2,31,3,11,188
16,144,3,6,1,11,188
17,156,3,11,6,11,188
18,168,3,13,16,11,188
19,177,3,18,20,11,188
20,188,3,27,22,11,188
1,5,0,2,3,11,188
2,15,0,7,8,11,188
3,27,0,12,9,11,188
4,35,0,17,12,11,188
5,48,0,22,19,11,188
6,53,0,22,24,11,188
7,57,0,24,26,11,188
8,70,0,32,31,11,188
9,76,0,33,36,11,188
10,89,0,34,48,11,188
11,93,1,36,1,11,188
12,103,1,44,3,11,188
13,111,1,9,46,11,188
14,118,2,2,10,11,188
15,140,2,31,3,11,188
16,144,3,6,1,11,188
17,156,3,11,6,11,188
18,168,3,13,16,11,188
19,177,3,18,20,11,188
20,188,3,27,22,11,188
1,9,0,7,2,11,192
2,14,0,7,7,11,192
3,23,0,15,8,11,192
4,30,0,14,16,11,192
5,48,0,34,14,11,192
6,50,0,34,14,11,192
7,61,0,36,19,11,192
8,73,0,39,27,11,192
9,85,0,47,30,11,192
10,96,1,1,30,11,192
11,101,1,33,3,11,192
12,111,1,39,7,11,192
13,124,1,9,50,11,192
14,139,1,63,10,11,192
15,149,1,17,66,11,192
16,156,2,18,72,11,192
17,161,2,74,3,11,192
18,172,2,3,85,11,192
19,185,2,93,7,11,192
20,192,2,99,8,11,192
1,4,0,3,1,11,155
2,15,0,13,2,11,155
3,21,1,15,0,11,155
4,30,1,6,18,11,155
5,40,1,15,18,11,155
6,46,2,19,0,11,155
7,48,3,1,0,11,155
8,51,3,2,2,11,155
9,54,4,4,1,11,155
10,61,4,7,5,11,155
11,70,4,10,11,11,155
12,74,4,12,13,11,155
13,80,4,16,15,11,155
14,87,4,17,21,11,155
15,98,4,27,22,11,155
16,104,5,2,29,11,155
17,114,5,10,30,11,155
18,123,5,18,31,11,155
19,137,7,4,0,11,155
20,155,8,11,6,11,155
1,4,0,3,1,11,155
2,15,0,13,2,11,155
3,21,1,15,0,11,155
4,30,1,6,18,11,155
5,40,1,15,18,11,155
6,46,2,19,0,11,155
7,48,3,1,0,11,155
8,51,3,2,2,11,155
9,54,4,4,1,11,155
10,61,4,7,5,11,155
11,70,4,10,11,11,155
12,74,4,12,13,11,155
13,80,4,16,15,11,155
14,87,4,17,21,11,155
15,98,4,27,22,11,155
16,104,5,2,29,11,155
17,114,5,10,30,11,155
18,123,5,18,31,11,155
19,137,7,4,0,11,155
20,155,8,11,6,11,155
1,6,0,5,1,11,156
2,11,0,5,1,11,156
3,17,0,6,6,11,156
4,22,1,4,7,11,156
5,36,1,18,7,11,156
6,47,1,24,12,11,156
7,55,1,13,31,11,156
8,63,1,14,38,11,156
9,72,2,15,46,11,156
10,85,2,59,0,11,156
11,88,2,1,61,11,156
12,90,2,62,2,11,156
13,98,3,63,1,11,156
14,100,3,2,64,11,156
15,109,4,72,1,11,156
16,120,4,10,72,11,156
17,140,4,91,11,11,156
18,151,4,100,13,11,156
19,156,4,17,100,11,156
1,3,0,1,1,11,166
2,14,0,11,2,11,166
3,26,0,14,11,11,166
4,34,1,0,15,11,166
5,39,1,3,16,11,166
6,53,1,16,17,11,166
7,61,1,24,17,11,166
8,69,2,0,25,11,166
9,73,2,2,27,11,166
10,79,2,29,6,11,166
11,87,2,36,7,11,166
12,96,3,43,1,11,166
13,101,4,4,43,11,166
14,105,4,6,45,11,166
15,112,5,0,7,11,166
16,119,6,1,13,11,166
17,131,6,22,3,11,166
18,138,6,7,25,11,166
19,160,6,29,25,11,166
20,166,9,1,1,11,166
1,3,0,1,1,11,166
2,14,0,11,2,11,166
3,26,0,14,11,11,166
4,34,1,0,15,11,166
5,39,1,3,16,11,166
6,53,1,16,17,11,166
7,61,1,24,17,11,166
8,69,2,0,25,11,166
9,73,2,2,27,11,166
10,79,2,29,6,11,166
11,87,2,36,7,11,166
12,96,3,43,1,11,166
13,101,4,4,43,11,166
14,105,4,6,45,11,166
15,112,5,0,7,11,166
16,119,6,1,13,11,166
17,131,6,22,3,11,166
18,138,6,7,25,11,166
19,160,6,29,25,11,166
20,166,9,1,1,11,166
1,7,0,5,1,11,164
2,12,1,1,10,11,164
3,18,2,14,1,11,164
4,24,2,1,6,11,164
5,31,2,11,3,11,164
6,43,2,9,17,11,164
7,53,2,26,10,11,164
8,60,2,16,27,11,164
9,67,2,19,31,11,164
10,75,2,32,26,11,164
11,81,3,27,3,11,164
12,91,4,36,1,11,164
13,96,4,4,38,11,164
14,107,4,42,11,11,164
15,114,5,18,42,11,164
16,126,5,7,22,11,164
17,135,6,28,1,11,164
18,141,7,1,3,11,164
19,152,8,13,2,11,164
20,164,8,6,8,11,164
1,4,0,2,2,11,171
2,7,0,4,3,11,171
3,20,0,14,6,11,171
4,31,0,21,10,11,171
5,36,0,14,22,11,171
6,41,0,17,22,11,171
7,45,0,24,18,11,171
8,52,0,20,29,11,171
9,64,0,31,30,11,171
10,69,1,34,1,11,171
11,86,1,17,35,11,171
12,91,1,38,19,11,171
13,95,1,40,21,11,171
14,101,1,41,26,11,171
15,105,2,3,27,11,171
16,117,2,14,28,11,171
17,133,2,43,15,11,171
18,147,3,26,0,11,171
19,157,4,35,0,11,171
20,171,4,13,36,11,171
1,4,0,2,2,11,171
2,7,0,4,3,11,171
3,20,0,14,6,11,171
4,31,0,21,10,11,171
5,36,0,14,22,11,171
6,41,0,17,22,11,171
7,45,0,24,18,11,171
8,52,0,20,29,11,171
9,64,0,31,30,11,171
10,69,1,34,1,11,171
11,86,1,17,35,11,171
12,91,1,38,19,11,171
13,95,1,40,21,11,171
14,101,1,41,26,11,171
15,105,2,3,27,11,171
16,117,2,14,28,11,171
17,133,2,43,15,11,171
18,147,3,26,0,11,171
19,157,4,35,0,11,171
20,171,4,13,36,11,171
1,9,0,9,0,11,157
2,19,0,19,0,11,157
3,22,1,0,2,11,157
4,32,1,12,0,11,157
5,36,1,3,13,11,157
6,43,1,3,20,11,157
7,52,1,5,23,11,157
8,61,2,31,1,11,157
9,64,3,2,32,11,157
10,70,3,2,35,11,157
11,73,4,4,0,11,157
12,81,4,6,6,11,157
13,89,4,13,6,11,157
14,102,4,15,17,11,157
15,116,4,24,22,11,157
16,122,4,25,24,11,157
17,135,5,31,30,11,157
18,144,6,0,33,11,157
19,147,8,34,1,11,157
20,157,8,43,1,11,157
1,10,0,10,0,11,162
2,19,0,2,16,11,162
3,27,0,10,16,11,162
4,41,0,11,27,11,162
5,53,0,23,27,11,162
6,68,0,29,36,11,162
7,77,0,34,38,11,162
8,84,1,4,37,11,162
9,89,2,1,5,11,162
10,91,2,2,6,11,162
11,100,2,12,5,11,162
12,106,2,7,15,11,162
13,122,2,9,29,11,162
14,126,3,31,2,11,162
15,129,5,1,0,11,162
16,133,5,3,2,11,162
17,144,5,12,4,11,162
18,150,6,6,2,11,162
19,157,7,1,6,11,162
20,162,8,7,2,11,162
1,10,0,10,0,11,162
2,19,0,2,16,11,162
3,27,0,10,16,11,162
4,41,0,11,27,11,162
5,53,0,23,27,11,162
6,68,0,29,36,11,162
7,77,0,34,38,11,162
8,84,1,4,37,11,162
9,89,2,1,5,11,162
10,91,2,2,6,11,162
11,100,2,12,5,11,162
12,106,2,7,15,11,162
13,122,2,9,29,11,162
14,126,3,31,2,11,162
15,129,5,1,0,11,162
16,133,5,3,2,11,162
17,144,5,12,4,11,162
18,150,6,6,2,11,162
19,157,7,1,6,11,162
20,162,8,7,2,11,162
1,4,0,4,0,11,152
2,12,1,4,7,11,152
3,19,1,12,1,11,152
4,26,1,2,18,11,152
5,36,1,11,19,11,152
6,45,1,26,13,11,152
7,52,1,31,15,11,152
8,57,2,2,16,11,152
9,60,2,3,18,11,152
10,64,2,6,19,11,152
11,73,2,7,26,11,152
12,77,2,29,8,11,152
13,82,2,11,31,11,152
14,95,2,42,13,11,152
15,105,2,50,15,11,152
16,115,3,1,53,11,152
17,126,4,4,2,11,152
18,134,4,9,5,11,152
19,141,6,1,4,11,152
20,152,6,11,4,11,152
1,4,0,1,3,11,140
2,10,0,2,8,11,140
3,23,0,10,13,11,140
4,33,0,11,22,11,140
5,43,0,24,18,11,140
6,51,0,25,25,11,140
7,54,0,26,27,11,140
8,64,0,34,29,11,140
9,73,0,34,38,11,140
10,81,0,44,36,11,140
11,90,2,4,0,11,140
12,93,2,2,5,11,140
13,99,2,7,6,11,140
14,105,2,9,10,11,140
15,108,3,1,11,11,140
16,115,3,4,13,11,140
17,125,4,2,15,11,140
18,129,6,0,5,11,140
19,133,6,7,2,11,140
20,140,8,13,0,11,140
1,4,0,1,3,11,140
2,10,0,2,8,11,140
3,23,0,10,13,11,140
4,33,0,11,22,11,140
5,43,0,24,18,11,140
6,51,0,25,25,11,140
7,54,0,26,27,11,140
8,64,0,34,29,11,140
9,73,0,34,38,11,140
10,81,0,44,36,11,140
11,90,2,4,0,11,140
12,93,2,2,5,11,140
13,99,2,7,6,11,140
14,105,2,9,10,11,140
15,108,3,1,11,11,140
16,115,3,4,13,11,140
17,125,4,2,15,11,140
18,129,6,0,5,11,140
19,133,6,7,2,11,140
20,140,8,13,0,11,140
1,2,0,1,1,11,134
2,18,0,11,1,11,134
3,20,0,3,11,11,134
4,36,0,27,3,11,134
5,38,0,4,28,11,134
6,55,0,14,35,11,134
7,58,0,37,15,11,134
8,61,1,40,0,11,134
9,65,1,2,42,11,134
10,68,1,44,3,11,134
11,81,1,52,8,11,134
12,87,1,12,54,11,134
13,95,1,15,59,11,134
14,99,1,16,62,11,134
15,109,2,70,0,11,134
16,113,2,71,3,11,134
17,118,3,3,72,11,134
18,122,4,75,0,11,134
19,125,6,1,1,11,134
20,134,7,4,5,11,134
1,3,0,1,1,12,138
2,9,0,2,3,12,138
3,15,0,9,2,12,138
4,24,0,16,4,12,138
5,38,0,6,27,12,138
6,39,1,1,27,12,138
7,48,1,28,9,12,138
8,58,1,36,11,12,138
9,64,1,13,40,12,138
10,75,1,24,40,12,138
11,90,1,53,26,12,138
12,91,1,27,53,12,138
13,91,1,27,53,12,138
14,100,2,35,1,12,138
15,109,2,9,36,12,138
16,114,3,39,11,12,138
17,121,3,3,15,12,138
18,127,4,1,8,12,138
19,134,5,2,2,12,138
20,138,8,0,1,12,138
1,3,0,1,1,12,138
2,9,0,2,3,12,138
3,15,0,9,2,12,138
4,24,0,16,4,12,138
5,38,0,6,27,12,138
6,39,1,1,27,12,138
7,48,1,28,9,12,138
8,58,1,36,11,12,138
9,64,1,13,40,12,138
10,75,1,24,40,12,138
11,90,1,53,26,12,138
12,91,1,27,53,12,138
13,91,1,27,53,12,138
14,100,2,35,1,12,138
15,109,2,9,36,12,138
16,114,3,39,11,12,138
17,121,3,3,15,12,138
18,127,4,1,8,12,138
19,134,5,2,2,12,138
20,138,8,0,1,12,138
1,7,1,6,1,12,139
2,8,1,6,2,12,139
3,17,1,13,4,12,139
4,29,1,9,20,12,139
5,33,1,22,10,12,139
6,49,1,35,11,12,139
7,51,2,1,12,12,139
8,60,2,9,12,12,139
9,66,2,16,10,12,139
10,73,2,17,16,12,139
11,80,2,18,22,12,139
12,90,2,27,23,12,139
13,94,3,1,24,12,139
14,98,3,4,25,12,139
15,109,3,7,33,12,139
16,117,3,36,10,12,139
17,130,3,18,41,12,139
18,133,4,3,41,12,139
19,139,5,6,41,12,139
1,4,0,0,3,12,161
2,10,1,7,0,12,161
3,15,1,4,1,12,161
4,24,1,12,2,12,161
5,31,1,18,3,12,161
6,44,1,8,25,12,161
7,50,1,28,10,12,161
8,57,2,1,15,12,161
9,65,2,21,3,12,161
10,72,3,2,4,12,161
11,78,3,5,6,12,161
12,88,3,14,7,12,161
13,99,3,9,23,12,161
14,105,3,13,25,12,161
15,113,3,31,15,12,161
16,127,3,38,22,12,161
17,132,3,25,40,12,161
18,136,5,41,1,12,161
19,147,6,8,3,12,161
20,161,6,15,10,12,161
1,4,0,0,3,12,161
2,10,1,7,0,12,161
3,15,1,4,1,12,161
4,24,1,12,2,12,161
5,31,1,18,3,12,161
6,44,1,8,25,12,161
7,50,1,28,10,12,161
8,57,2,1,15,12,161
9,65,2,21,3,12,161
10,72,3,2,4,12,161
11,78,3,5,6,12,161
12,88,3,14,7,12,161
13,99,3,9,23,12,161
14,105,3,13,25,12,161
15,113,3,31,15,12,161
16,127,3,38,22,12,161
17,132,3,25,40,12,161
18,136,5,41,1,12,161
19,147,6,8,3,12,161
20,161,6,15,10,12,161
1,12,0,10,0,12,164
2,25,0,20,3,12,164
3,30,0,7,21,12,164
4,39,1,9,3,12,164
5,45,2,0,15,12,164
6,49,2,17,2,12,164
7,53,2,19,4,12,164
8,55,2,20,5,12,164
9,61,2,7,24,12,164
10,65,2,10,25,12,164
11,79,2,23,26,12,164
12,89,2,25,34,12,164
13,99,2,32,36,12,164
14,111,2,48,32,12,164
15,127,2,63,33,12,164
16,148,2,52,65,12,164
17,151,2,67,53,12,164
18,164,2,72,60,12,164
1,5,0,4,1,12,136
2,14,0,13,1,12,136
3,23,0,1,22,12,136
4,33,0,2,31,12,136
5,46,0,41,5,12,136
6,53,1,41,7,12,136
7,58,1,44,9,12,136
8,63,2,2,46,12,136
9,70,2,6,49,12,136
10,80,2,58,7,12,136
11,87,2,62,10,12,136
12,95,2,12,68,12,136
13,107,2,22,69,12,136
14,110,3,24,1,12,136
15,111,4,25,0,12,136
16,120,5,31,3,12,136
17,124,5,3,4,12,136
18,128,5,7,4,12,136
19,134,5,5,12,12,136
20,136,10,0,0,12,136
1,5,0,4,1,12,136
2,14,0,13,1,12,136
3,23,0,1,22,12,136
4,33,0,2,31,12,136
5,46,0,41,5,12,136
6,53,1,41,7,12,136
7,58,1,44,9,12,136
8,63,2,2,46,12,136
9,70,2,6,49,12,136
10,80,2,58,7,12,136
11,87,2,62,10,12,136
12,95,2,12,68,12,136
13,107,2,22,69,12,136
14,110,3,24,1,12,136
15,111,4,25,0,12,136
16,120,5,31,3,12,136
17,124,5,3,4,12,136
18,128,5,7,4,12,136
19,134,5,5,12,12,136
20,136,10,0,0,12,136
1,9,0,8,1,12,128
2,16,0,14,1,12,128
3,21,0,18,1,12,128
4,22,0,1,18,12,128
5,25,1,21,0,12,128
6,27,2,1,22,12,128
7,31,2,3,23,12,128
8,44,2,34,4,12,128
9,49,3,2,37,12,128
10,54,4,4,0,12,128
11,63,4,1,12,12,128
12,70,4,2,16,12,128
13,76,4,17,7,12,128
14,83,4,19,12,12,128
15,87,4,14,21,12,128
16,93,4,25,15,12,128
17,103,4,15,34,12,128
18,110,4,16,40,12,128
19,120,5,2,47,12,128
20,128,5,4,53,12,128
1,4,0,3,1,12,117
2,10,0,4,6,12,117
3,16,0,7,8,12,117
4,24,1,15,8,12,117
5,28,1,2,9,12,117
6,34,1,3,12,12,117
7,42,2,20,0,12,117
8,46,3,3,1,12,117
9,48,5,1,2,12,117
10,56,5,3,8,12,117
11,63,5,4,14,12,117
12,74,5,5,24,12,117
13,83,5,12,26,12,117
14,96,6,1,12,12,117
15,103,7,6,12,12,117
16,117,7,24,6,12,117
1,4,0,3,1,12,117
2,10,0,4,6,12,117
3,16,0,7,8,12,117
4,24,1,15,8,12,117
5,28,1,2,9,12,117
6,34,1,3,12,12,117
7,42,2,20,0,12,117
8,46,3,3,1,12,117
9,48,5,1,2,12,117
10,56,5,3,8,12,117
11,63,5,4,14,12,117
12,74,5,5,24,12,117
13,83,5,12,26,12,117
14,96,6,1,12,12,117
15,103,7,6,12,12,117
16,117,7,24,6,12,117
1,5,0,4,0,12,29
2,12,0,10,0,12,29
3,12,1,10,0,12,29
4,18,3,6,10,12,29
5,24,3,11,11,12,29
6,29,4,15,11,12,29
1,6,0,1,5,12,184
2,20,0,13,6,12,184
3,29,0,16,12,12,184
4,32,0,13,17,12,184
5,48,0,32,14,12,184
6,55,0,38,15,12,184
7,67,0,25,40,12,184
8,70,0,26,42,12,184
9,85,0,55,27,12,184
10,93,0,57,33,12,184
11,101,0,65,33,12,184
12,105,1,36,1,12,184
13,108,1,38,2,12,184
14,122,1,3,51,12,184
15,128,1,52,8,12,184
16,138,1,61,9,12,184
17,143,2,0,63,12,184
18,162,3,64,0,12,184
19,173,5,5,0,12,184
20,184,5,15,1,12,184
1,6,0,1,5,12,184
2,20,0,13,6,12,184
3,29,0,16,12,12,184
4,32,0,13,17,12,184
5,48,0,32,14,12,184
6,55,0,38,15,12,184
7,67,0,25,40,12,184
8,70,0,26,42,12,184
9,85,0,55,27,12,184
10,93,0,57,33,12,184
11,101,0,65,33,12,184
12,105,1,36,1,12,184
13,108,1,38,2,12,184
14,122,1,3,51,12,184
15,128,1,52,8,12,184
16,138,1,61,9,12,184
17,143,2,0,63,12,184
18,162,3,64,0,12,184
19,173,5,5,0,12,184
20,184,5,15,1,12,184
1,9,0,1,8,12,142
2,16,0,7,9,12,142
3,27,0,12,15,12,142
4,40,0,16,23,12,142
5,53,1,20,1,12,142
6,61,2,5,23,12,142
7,71,2,29,3,12,142
8,75,2,5,31,12,142
9,83,3,5,32,12,142
10,84,5,1,0,12,142
11,86,5,1,2,12,142
12,96,5,11,2,12,142
13,102,5,12,4,12,142
14,111,6,10,13,12,142
15,113,6,14,1,12,142
16,119,8,2,0,12,142
17,130,8,13,0,12,142
18,135,9,4,1,12,142
19,138,9,5,3,12,142
20,142,10,7,5,12,142
1,6,0,1,3,12,203
2,15,0,3,10,12,203
3,25,0,11,12,12,203
4,32,0,16,14,12,203
5,45,0,20,23,12,203
6,55,0,26,27,12,203
7,66,0,36,27,12,203
8,78,0,31,43,12,203
9,93,0,54,35,12,203
10,100,0,56,40,12,203
11,104,0,57,43,12,203
12,126,0,78,44,12,203
13,141,0,52,85,12,203
14,150,0,93,53,12,203
15,161,0,100,56,12,203
16,166,0,100,61,12,203
17,175,1,108,0,12,203
18,182,1,112,1,12,203
19,192,2,4,1,12,203
20,203,3,8,5,12,203
1,6,0,1,3,12,203
2,15,0,3,10,12,203
3,25,0,11,12,12,203
4,32,0,16,14,12,203
5,45,0,20,23,12,203
6,55,0,26,27,12,203
7,66,0,36,27,12,203
8,78,0,31,43,12,203
9,93,0,54,35,12,203
10,100,0,56,40,12,203
11,104,0,57,43,12,203
12,126,0,78,44,12,203
13,141,0,52,85,12,203
14,150,0,93,53,12,203
15,161,0,100,56,12,203
16,166,0,100,61,12,203
17,175,1,108,0,12,203
18,182,1,112,1,12,203
19,192,2,4,1,12,203
20,203,3,8,5,12,203
1,8,1,5,3,12,184
2,13,1,3,10,12,184
3,16,1,12,4,12,184
4,35,1,9,25,12,184
5,63,2,0,9,12,184
6,69,2,14,1,12,184
7,76,2,7,15,12,184
8,78,2,8,16,12,184
